File Name;Song Title;Author;Year
"Chiffons - He's So Fine.mp3";He's So Fine;Chiffons;1963
"T.I. - Whatever You Like.mp3";Whatever You Like;T.I.;2008
"Macklemore, Ryan Lewis, Wanz - Thrift Shop.mp3";Thrift Shop;Macklemore, Ryan Lewis, Wanz;2013
"Daft Punk feat. Pharrell Williams - Get Lucky.mp3";Get Lucky;Daft Punk feat. Pharrell Williams;2013
"Rick Astley - Never Gonna Give You Up.mp3";Never Gonna Give You Up;Rick Astley;1988
"Frankie Carle - Oh! What It Seemed To Be.mp3";Oh! What It Seemed To Be;Frankie Carle;1946
"Beth Hart - Love Is a Lie.mp3";Love Is a Lie;Beth Hart;2016
"Wreckx-N-Effect - Rump Shaker.mp3";Rump Shaker;Wreckx-N-Effect;1993
"Les Baxter - April In Portugal.mp3";April In Portugal;Les Baxter;1953
"Stevie Wonder - As.mp3";As;Stevie Wonder;1976
"Q, The Mysterians - 96 Tears.mp3";96 Tears;?, The Mysterians;1966
"Steve Winwood - Roll With It.mp3";Roll With It;Steve Winwood;1988
"Iration - Time Bomb.mp3";Time Bomb;Iration;2010
"Jimmy Dorsey, His Orchestra - Blue Champagne.mp3";Blue Champagne;Jimmy Dorsey, His Orchestra;1941
"Usher - Confessions Part II.mp3";Confessions Part II;Usher;2004
"Sly , The Family Stone - Hot Fun In The Summertime.mp3";Hot Fun In The Summertime;Sly , The Family Stone;1969
"Larry Green - Near You.mp3";Near You;Larry Green;1947
"Doris Day - Secret Love.mp3";Secret Love;Doris Day;1954
"Lady Gaga, Colby O'Donis - Just Dance.mp3";Just Dance;Lady Gaga, Colby O'Donis;2009
"Mary MacGregor - Torn Between Two Lovers.mp3";Torn Between Two Lovers;Mary MacGregor;1977
"Bobby Lewis - Tossin' And Turnin'.mp3";Tossin' And Turnin';Bobby Lewis;1961
"Billy Preston - Will It Go Round In Circles.mp3";Will It Go Round In Circles;Billy Preston;1973
"Kool , The Gang - Celebration.mp3";Celebration;Kool , The Gang;1981
"Beatles - Help!.mp3";Help!;Beatles;1965
"Louis Armstrong - Hello, Dolly!.mp3";Hello, Dolly!;Louis Armstrong;1964
"Tiffany - Could've Been.mp3";Could've Been;Tiffany;1988
"Herb Alpert - Route 101.mp3";Route 101;Herb Alpert;1982
"Phil Collins - In the Air Tonight.mp3";In the Air Tonight;Phil Collins;1981
"Keith Sweat - Twisted.mp3";Twisted;Keith Sweat;1996
"Eddy Howard - To Each His Own.mp3";To Each His Own;Eddy Howard;1946
"Browns - The Three Bells.mp3";The Three Bells;Browns;1959
"Sensations - Let Me In.mp3";Let Me In;Sensations;1962
"Janet - All For You.mp3";All For You;Janet;2001
"Mandy Harvey - Try.mp3";Try;Mandy Harvey;2014
"Foreigner - I Want To Know What Love Is.mp3";I Want To Know What Love Is;Foreigner;1985
"Al Dexter - Pistol Packin' Mama.mp3";Pistol Packin' Mama;Al Dexter;1943
"AC DC - Hells Bells.mp3";Hells Bells;AC DC;1980
"Maren Morris - I Could Use a Love Song.mp3";I Could Use a Love Song;Maren Morris;2016
"Seal - Kiss From A Rose.mp3";Kiss From A Rose;Seal;1995
"Perry Como - Prisoner Of Love.mp3";Prisoner Of Love;Perry Como;1946
"Nelly - Hot in Herre.mp3";Hot in Herre;Nelly;2002
"The Weeknd - Can't Feel My Face.mp3";Can't Feel My Face;The Weeknd;2015
"Celine Dion - The Power Of Love.mp3";The Power Of Love;Celine Dion;1994
"Ellie Goulding - Love Me Like You Do.mp3";Love Me Like You Do;Ellie Goulding;2015
"UB40 - Red Red Wine (12'' Version).mp3";Red Red Wine (12'' Version);UB40;1983
"La Roux - In For The Kill (Skrillex Remix).mp3";In For The Kill (Skrillex Remix);La Roux;2010
"Swedish House Mafia - Don't You Worry Child (feat. John Martin).mp3";Don't You Worry Child (feat. John Martin);Swedish House Mafia;2012
"Survivor - Burning Heart.mp3";Burning Heart;Survivor;1986
"Iggy Azalea, Charli XCX - Fancy.mp3";Fancy;Iggy Azalea, Charli XCX;2014
"Ray Charles - I Can't Stop Loving You.mp3";I Can't Stop Loving You;Ray Charles;1962
"Dawn - Knock Three Times.mp3";Knock Three Times;Dawn;1971
"Florida Georgia Line - God, Your Mama, And Me (feat. Backstreet Boys).mp3";God, Your Mama, And Me (feat. Backstreet Boys);Florida Georgia Line;2016
"Whitesnake - Here I Go Again.mp3";Here I Go Again;Whitesnake;1987
"Jhene Aiko - While We're Young.mp3";While We're Young;Jhene Aiko;2017
"Joe Bonamassa - Dust Bowl.mp3";Dust Bowl;Joe Bonamassa;2011
"Diplo - Express Yourself (feat. Nicky Da B).mp3";Express Yourself (feat. Nicky Da B);Diplo;2012
"TLC - Waterfalls.mp3";Waterfalls;TLC;1995
"Pat Boone - Don't Forbid Me.mp3";Don't Forbid Me;Pat Boone;1957
"Joan Jett, The Blackhearts - I Love Rock 'N Roll.mp3";I Love Rock 'N Roll;Joan Jett, The Blackhearts;1981
"Clarence Carter - Slip Away.mp3";Slip Away;Clarence Carter;1968
"Robbie Nevil - C'est La Vie.mp3";C'est La Vie;Robbie Nevil;1987
"Guy Lombardo - Third Man Theme.mp3";Third Man Theme;Guy Lombardo;1950
"Iration - Falling.mp3";Falling;Iration;2008
"Frank Sinatra - My Way.mp3";My Way;Frank Sinatra;1964
"Billy Joel - It's Still Rock And Roll To Me.mp3";It's Still Rock And Roll To Me;Billy Joel;1980
"blackbear - Idfc.mp3";Idfc;blackbear;2015
"Ricky Martin - Livin' La Vida Loca.mp3";Livin' La Vida Loca;Ricky Martin;1999
"Association - Windy.mp3";Windy;Association;1967
"Selena Gomez - Fetish (feat. Gucci Mane).mp3";Fetish (feat. Gucci Mane);Selena Gomez;2017
"Carly Pearce - Every Little Thing.mp3";Every Little Thing;Carly Pearce;2017
"Jimmy Cliff - I Can See Clearly Now.mp3";I Can See Clearly Now;Jimmy Cliff;1993
"Tommy Roe - Dizzy.mp3";Dizzy;Tommy Roe;1969
"Bette Midler - The Rose.mp3";The Rose;Bette Midler;1980
"R. Kelly - Ignition.mp3";Ignition;R. Kelly;2003
"Taylor Swift - Look What You Made Me Do.mp3";Look What You Made Me Do;Taylor Swift;2017
"Diana Ross - Ain't No Mountain High Enough.mp3";Ain't No Mountain High Enough;Diana Ross;1970
"Wings - Silly Love Songs.mp3";Silly Love Songs;Wings;1976
"Eddie Fisher - Oh! My Pa-pa.mp3";Oh! My Pa-pa;Eddie Fisher;1954
"Chic - Le Freak.mp3";Le Freak;Chic;1979
"Keb' Mo' - Life Is Beautiful.mp3";Life Is Beautiful;Keb' Mo';2005
"Poison - Every Rose Has Its Thorn.mp3";Every Rose Has Its Thorn;Poison;1989
"Frankie Laine - Mule Train.mp3";Mule Train;Frankie Laine;1949
"Jimmy Dorsey, His Orchestra - Green Eyes (Aquellos Ojos Verdes).mp3";Green Eyes (Aquellos Ojos Verdes);Jimmy Dorsey, His Orchestra;1941
"Nickelback - Rockstar.mp3";Rockstar;Nickelback;2005
"Steve Miller B, - Abracadabra.mp3";Abracadabra;Steve Miller B,;1982
"Jon Pardi - Dirt on My Boots.mp3";Dirt on My Boots;Jon Pardi;2016
"Marvin Gaye - Let's Get It On.mp3";Let's Get It On;Marvin Gaye;1973
"Las Vegas Big Band - It's Only You That I Love.mp3";It's Only You That I Love;Las Vegas Big Band;2012
"En Vogue - My Lovin' (You're Never Gonna Get It).mp3";My Lovin' (You're Never Gonna Get It);En Vogue;1992
"Kelly Clarkson - Love So Soft.mp3";Love So Soft;Kelly Clarkson;2017
"Foo Fighters - The Sky Is A Neighborhood.mp3";The Sky Is A Neighborhood;Foo Fighters;2017
"Gary, Bing Crosby - Sam's Song.mp3";Sam's Song;Gary, Bing Crosby;1950
"Lifehouse - You And Me.mp3";You And Me;Lifehouse;2005
"Beyonce feat. Sean Paul - Baby Boy.mp3";Baby Boy;Beyonce feat. Sean Paul;2003
"Brothers Osborne - It Ain't My Fault.mp3";It Ain't My Fault;Brothers Osborne;2016
"The Mills Brothers - You Always Hurt the One You Love.mp3";You Always Hurt the One You Love;The Mills Brothers;1944
"Peaches, Herb - Reunited.mp3";Reunited;Peaches, Herb;1979
"Mitch King - Coming Back.mp3";Coming Back;Mitch King;2014
"Ray Noble, Buddy Clark - Linda.mp3";Linda;Ray Noble, Buddy Clark;1947
"Ace Of Base - All That She Wants.mp3";All That She Wants;Ace Of Base;1994
"Anita Ward - Ring My Bell.mp3";Ring My Bell;Anita Ward;1979
"Harry Styles - Sign of the Times.mp3";Sign of the Times;Harry Styles;2017
"Jackson 5 - Dancing Machine.mp3";Dancing Machine;Jackson 5;1974
"Brett Young - Like I Loved You.mp3";Like I Loved You;Brett Young;2016
"Sinead O'Connor - Nothing Compares 2 U.mp3";Nothing Compares 2 U;Sinead O'Connor;1990
"Manhattans - Kiss And Say Goodbye.mp3";Kiss And Say Goodbye;Manhattans;1976
"Mary Wells - My Guy.mp3";My Guy;Mary Wells;1964
"Neil Sedaka - Laughter In The Rain.mp3";Laughter In The Rain;Neil Sedaka;1975
"Bob Marley, The Wailers - Stir It Up.mp3";Stir It Up;Bob Marley, The Wailers;1973
"Rebelution - Lay My Claim.mp3";Lay My Claim;Rebelution;2016
"T.I. feat. Justin Timberlake - Dead And Gone.mp3";Dead And Gone;T.I. feat. Justin Timberlake;2009
"Joe Bonamassa, Beth Hart - I'll Take Care of You.mp3";I'll Take Care of You;Joe Bonamassa, Beth Hart;2011
"Sgt. Barry Sadler - The Ballad Of The Green Berets.mp3";The Ballad Of The Green Berets;Sgt. Barry Sadler;1966
"Katy Perry, Kanye West - E.T..mp3";E.T.;Katy Perry, Kanye West;2011
"Rihanna feat. Mikky Ekko - Stay.mp3";Stay;Rihanna feat. Mikky Ekko;2013
"Bobby Brown - My Prerogative.mp3";My Prerogative;Bobby Brown;1989
"Janet - Together Again.mp3";Together Again;Janet;1998
"The Glenn Miller Orchestra - A String of Pearls.mp3";A String of Pearls;The Glenn Miller Orchestra;1942
"Gordon Jenkins, The Weavers - Goodnight Irene.mp3";Goodnight Irene;Gordon Jenkins, The Weavers;1950
"Dustin Lynch - Small Town Boy.mp3";Small Town Boy;Dustin Lynch;2017
"Matisyahu - One Day.mp3";One Day;Matisyahu;2008
"Electric Light Orchestra - Livin' Thing.mp3";Livin' Thing;Electric Light Orchestra;1976
"AC DC - Highway to Hell.mp3";Highway to Hell;AC DC;1979
"Bastille - Pompeii.mp3";Pompeii;Bastille;2014
"Eric Prydz - Opus (Four Tet Remix).mp3";Opus (Four Tet Remix);Eric Prydz;2015
"Maroon 5 - Makes Me Wonder.mp3";Makes Me Wonder;Maroon 5;2007
"The Fifth Dimension - Aquarius  Let the Sunshine In.mp3";Aquarius / Let The Sunshine In;Fifth Dimension;1969
"Bobby Darin - Mack The Knife.mp3";Mack The Knife;Bobby Darin;1959
"Paul Simon - 50 Ways To Leave Your Lover.mp3";50 Ways To Leave Your Lover;Paul Simon;1976
"Jonny Lang - Still Rainin'.mp3";Still Rainin';Jonny Lang;1998
"Art Mooney - I'm Looking Over A Four Leaf Clover.mp3";I'm Looking Over A Four Leaf Clover;Art Mooney;1948
"Chris Stapleton - Tennessee Whiskey.mp3";Tennessee Whiskey;Chris Stapleton;2015
"Madonna - Take A Bow.mp3";Take A Bow;Madonna;1995
"Police - Every Breath You Take.mp3";Every Breath You Take;Police;1983
"Beyonce, Jay-Z - Crazy In Love.mp3";Crazy In Love;Beyonce, Jay-Z;2003
"Bing Crosby - Sierra Sue.mp3";Sierra Sue;Bing Crosby;1940
"Perry Como - If.mp3";If;Perry Como;1951
"Sean Paul - Get Busy.mp3";Get Busy;Sean Paul;2003
"Tab Hunter - Young Love.mp3";Young Love;Tab Hunter;1957
"Tom Jones - I'll Never Fall In Love Again.mp3";I'll Never Fall In Love Again;Tom Jones;1969
"Whitney Houston - So Emotional.mp3";So Emotional;Whitney Houston;1988
"Daryl Hall , John Oates - Kiss On My List.mp3";Kiss On My List;Daryl Hall , John Oates;1981
"Blondie - Call Me.mp3";Call Me;Blondie;1980
"Joe Bonamassa - Black Lung Heartache.mp3";Black Lung Heartache;Joe Bonamassa;2011
"Old Dominion - No Such Thing as a Broken Heart.mp3";No Such Thing as a Broken Heart;Old Dominion;2017
"The Weeknd - I Feel It Coming (feat. Daft Punk).mp3";I Feel It Coming (feat. Daft Punk);The Weeknd;2016
"I Prevail - Alone.mp3";Alone;I Prevail;2016
"Juvenile feat. Soulja Slim - Slow Motion.mp3";Slow Motion;Juvenile feat. Soulja Slim;2004
"Niall Horan - Slow Hands.mp3";Slow Hands;Niall Horan;2017
"Cream - Sunshine Of Your Love.mp3";Sunshine Of Your Love;Cream;1968
"Jimmy Dorsey - So Rare.mp3";So Rare;Jimmy Dorsey;1957
"Kim Carnes - Bette Davis Eyes.mp3";Bette Davis Eyes;Kim Carnes;1981
"Frankie Valli - My Eyes Adored You.mp3";My Eyes Adored You;Frankie Valli;1975
"Next - Too Close.mp3";Too Close;Next;1998
"Pat Boone - Ain't That A Shame.mp3";Ain't That A Shame;Pat Boone;1955
"Little Stevie Wonder - Fingertips II.mp3";Fingertips II;Little Stevie Wonder;1963
"Theory of a Deadman - Rx.mp3";Rx;Theory of a Deadman;2017
"Bee Gees - How Deep Is Your Love.mp3";How Deep Is Your Love;Bee Gees;1978
"Jo Stafford - Make Love To Me.mp3";Make Love To Me;Jo Stafford;1954
"David Rose - The Stripper.mp3";The Stripper;David Rose;1962
"Bing Crosby, the,rews Sisters - Don't Fence Me In.mp3";Don't Fence Me In;Bing Crosby, the,rews Sisters;1944
"Domenico Modugno - Volare (Nel Blu Dipinto Di Blu).mp3";Volare (Nel Blu Dipinto Di Blu);Domenico Modugno;1958
"Bing Crosby - White Christmas.mp3";White Christmas;Bing Crosby;1942
"Charlie Puth - Attention.mp3";Attention;Charlie Puth;2017
"Puff Daddy - Can't Nobody Hold Me Down.mp3";Can't Nobody Hold Me Down;Puff Daddy;1997
"a-ha - Take On Me.mp3";Take On Me;a-ha;1985
"Khalid - Saved.mp3";Saved;Khalid;2017
"Rebelution - Feeling Alright.mp3";Feeling Alright;Rebelution;2007
"George Benson - Breezin'.mp3";Breezin';George Benson;2001
"Joe Tex - I Gotcha.mp3";I Gotcha;Joe Tex;1972
"Sean Paul - No Lie (feat. Dua Lipa).mp3";No Lie (feat. Dua Lipa);Sean Paul;2016
"Shawn Mendes - There's Nothing Holdin' Me Back.mp3";There's Nothing Holdin' Me Back;Shawn Mendes;2016
"Frank Sinatra - Young At Heart.mp3";Young At Heart;Frank Sinatra;1953
"Silk - Freak Me.mp3";Freak Me;Silk;1993
"ZAYN - Dusk Till Dawn (feat. Sia).mp3";Dusk Till Dawn (feat. Sia);ZAYN;2017
"Petey Pablo - Freek-a-Leek.mp3";Freek-a-Leek;Petey Pablo;2004
"Rascals - People Got To Be Free.mp3";People Got To Be Free;Rascals;1968
"Roxette - It Must Have Been Love.mp3";It Must Have Been Love;Roxette;1990
"Diana Ross, Lionel Richie - Endless Love.mp3";Endless Love;Diana Ross, Lionel Richie;1981
"The Beatles - Here Comes the Sun.mp3";Here Comes the Sun;The Beatles;1969
"Ellie Goulding - Lights.mp3";Lights;Ellie Goulding;2012
"John Lee Hooker - Boom Boom.mp3";Boom Boom;John Lee Hooker;1964
"Elton John - Crocodile Rock.mp3";Crocodile Rock;Elton John;1973
"Debby Boone - You Light Up My Life.mp3";You Light Up My Life;Debby Boone;1978
"Molly Johnson - Miss Celie's Blues.mp3";Miss Celie's Blues;Molly Johnson;2002
"Jimmy Wakely, Margaret Whiting - Slipping Around.mp3";Slipping Around;Jimmy Wakely, Margaret Whiting;1949
"Jennifer Lopez feat. LL Cool J - All I Have.mp3";All I Have;Jennifer Lopez feat. LL Cool J;2003
"Scott Joplin - The Entertainer.mp3";The Entertainer;Scott Joplin;1992
"Sister Nancy - Bam Bam.mp3";Bam Bam;Sister Nancy;2000
"Ducky - Work.mp3";Work;Ducky;2016
"Mat Zo, Porter Robinson - Easy.mp3";Easy;Mat Zo, Porter Robinson;2013
"Lisa Loeb , Nine Stories - Stay (I Missed You).mp3";Stay (I Missed You);Lisa Loeb , Nine Stories;1994
"Robin Thicke, T.I., Pharrell - Blurred Lines.mp3";Blurred Lines;Robin Thicke, T.I., Pharrell;2013
"Jonny Lang - Stronger Together.mp3";Stronger Together;Jonny Lang;2017
"Kenny Rogers - Lady.mp3";Lady;Kenny Rogers;1981
"Boyz II Men - I'll Make Love To You.mp3";I'll Make Love To You;Boyz II Men;1994
"Paul McCartney, Michael Jackson - Say Say Say.mp3";Say Say Say;Paul McCartney, Michael Jackson;1984
"Jennifer Lopez feat. Ja Rule - Ain't it Funny.mp3";Ain't it Funny;Jennifer Lopez feat. Ja Rule;2002
"Swing, Sway with Sammy Kaye - Daddy.mp3";Daddy;Swing, Sway with Sammy Kaye;1941
"Ed Sheeran - Galway Girl.mp3";Galway Girl;Ed Sheeran;2017
"Maysa - Love Is a Battlefield.mp3";Love Is a Battlefield;Maysa;2017
"fun., Janelle Monae - We Are Young.mp3";We Are Young;fun., Janelle Monae;2012
"James Blunt - You're Beautiful.mp3";You're Beautiful;James Blunt;2006
"Bobby Darin - Dream Lover.mp3";Dream Lover;Bobby Darin;1959
"Sammy Kaye - That's My Desire.mp3";That's My Desire;Sammy Kaye;1947
"Greta Van Fleet - Highway Tune.mp3";Highway Tune;Greta Van Fleet;2017
"Joe Bonamassa - Drive.mp3";Drive;Joe Bonamassa;2016
"Chubby Checker - The Twist.mp3";The Twist;Chubby Checker;1960
"Shania Twain - You're Still The One.mp3";You're Still The One;Shania Twain;1998
"Sevyn Streeter - Before I Do.mp3";Before I Do;Sevyn Streeter;2016
"Deborah Cox - Nobody's Supposed To Be Here.mp3";Nobody's Supposed To Be Here;Deborah Cox;1999
"Adele - Set Fire To The Rain.mp3";Set Fire To The Rain;Adele;2012
"Mariah Carey - We Belong Together.mp3";We Belong Together;Mariah Carey;2005
"Freddy Martin, His Orchestra - Piano Concerto in B Flat.mp3";Piano Concerto in B Flat;Freddy Martin, His Orchestra;1941
"Tommy Dorsey, His Orchestra - In the Blue of Evening.mp3";In the Blue of Evening;Tommy Dorsey, His Orchestra;1943
"The Blues Brothers - Soul Man.mp3";Soul Man;The Blues Brothers;1978
"Jon Bon Jovi - Blaze Of Glory.mp3";Blaze Of Glory;Jon Bon Jovi;1990
"Nat King Cole - Mona Lisa.mp3";Mona Lisa;Nat King Cole;1950
"Mr. Mister - Kyrie.mp3";Kyrie;Mr. Mister;1986
"Bob Seger - Shakedown.mp3";Shakedown;Bob Seger;1987
"Eagles - One Of These Nights.mp3";One Of These Nights;Eagles;1975
"Osmonds - One Bad Apple.mp3";One Bad Apple;Osmonds;1971
"Jimmy Dorsey, His Orchestra - My Sister and I.mp3";My Sister and I;Jimmy Dorsey, His Orchestra;1941
"Sean Paul - Temperature.mp3";Temperature;Sean Paul;2006
"Flosstradamus, DJ Sliink - Crowd CTRL.mp3";Crowd CTRL;Flosstradamus, DJ Sliink;2013
"Etta James - At Last.mp3";At Last;Etta James;1960
"Survivor - Eye Of The Tiger.mp3";Eye Of The Tiger;Survivor;1982
"Kris Kristofferson - Why Me.mp3";Why Me;Kris Kristofferson;1973
"Artie Shaw, His Orchestra - Frenesi.mp3";Frenesi;Artie Shaw, His Orchestra;1940
"Kansas - Carry On Wayward Son.mp3";Carry On Wayward Son;Kansas;1976
"The Rolling Stones - Just Your Fool.mp3";Just Your Fool;The Rolling Stones;2016
"Teresa Brewer - Music, Music, Music.mp3";Music, Music, Music;Teresa Brewer;1950
"Color Me Badd - All 4 Love.mp3";All 4 Love;Color Me Badd;1992
"Daryl Hall , John Oates - Maneater.mp3";Maneater;Daryl Hall , John Oates;1983
"Bob Marley, The Wailers - Get Up, Stand Up.mp3";Get Up, Stand Up;Bob Marley, The Wailers;1973
"Betty Hutton - Doctor, Lawyer, Indian Chief.mp3";Doctor, Lawyer, Indian Chief;Betty Hutton;1945
"Petula Clark - Downtown.mp3";Downtown;Petula Clark;1965
"50 Cent feat. Nate Dogg - 21 Questions.mp3";21 Questions;50 Cent feat. Nate Dogg;2003
"Mariah Carey - Vision Of Love.mp3";Vision Of Love;Mariah Carey;1990
"Benny Goodman, His Orchestra - Taking a Chance on Love.mp3";Taking a Chance on Love;Benny Goodman, His Orchestra;1943
"Eric Clapton - Tears In Heaven.mp3";Tears In Heaven;Eric Clapton;1992
"Monica - Don't Take It Personal (Just One Of Dem Days).mp3";Don't Take It Personal (Just One Of Dem Days);Monica;1995
"Train - Drops Of Jupiter (Tell Me).mp3";Drops Of Jupiter (Tell Me);Train;2001
"Fleetwood Mac - The Chain.mp3";The Chain;Fleetwood Mac;1977
"Frankie Laine - I Believe.mp3";I Believe;Frankie Laine;1953
"Tim McGraw - Humble and Kind.mp3";Humble and Kind;Tim McGraw;2015
"Guns N' Roses - November Rain.mp3";November Rain;Guns N' Roses;1991
"Yes - Owner Of A Lonely Heart.mp3";Owner Of A Lonely Heart;Yes;1984
"Harry James, His Orchestra - Sleepy Lagoon.mp3";Sleepy Lagoon;Harry James, His Orchestra;1942
"Flo Rida, T-Pain - Low.mp3";Low;Flo Rida, T-Pain;2008
"Calvin Harris - Let's Go (feat. Ne-Yo).mp3";Let's Go (feat. Ne-Yo);Calvin Harris;2012
"Louis Armstrong - What a Wonderful World.mp3";What a Wonderful World;Louis Armstrong;1965
"SZA - Love Galore (feat. Travis Scott).mp3";Love Galore (feat. Travis Scott);SZA;2017
"Lonestar - Amazed.mp3";Amazed;Lonestar;2000
"Archies - Sugar, Sugar.mp3";Sugar, Sugar;Archies;1969
"Paul Anka - Lonely Boy.mp3";Lonely Boy;Paul Anka;1959
"Sir Mix-a-Lot - Baby Got Back.mp3";Baby Got Back;Sir Mix-a-Lot;1992
"Joe Bonamassa - Get Back My Tomorrow (Live).mp3";Get Back My Tomorrow (Live);Joe Bonamassa;2017
"Dre Island - We Pray (feat. Popcaan).mp3";We Pray (feat. Popcaan);Dre Island;2017
"R. Kelly - Ignition (Remix).mp3";Ignition (Remix);R. Kelly;2002
"Mindi Abair, the Boneshakers - Pretty Good for a Girl (feat. Joe Bonamassa).mp3";Pretty Good for a Girl (feat. Joe Bonamassa);Mindi Abair, the Boneshakers;2017
"Bobby McFerrin - Don't Worry Be Happy.mp3";Don't Worry Be Happy;Bobby McFerrin;1982
"Usher - Nice and Slow.mp3";Nice and Slow;Usher;1998
"Tony Bennett - Fly Me to the Moon.mp3";Fly Me to the Moon;Tony Bennett;1965
"Bob Marley, The Wailers - Is This Love.mp3";Is This Love;Bob Marley, The Wailers;1978
"50 Cent - In Da Club.mp3";In Da Club;50 Cent;2003
"Jacquees - B.E.D..mp3";B.E.D.;Jacquees;2016
"Buddy Guy - Feels Like Rain.mp3";Feels Like Rain;Buddy Guy;1993
"Gwen Stefani, Akon - The Sweet Escape.mp3";The Sweet Escape;Gwen Stefani, Akon;2007
"Jonny Lang - Lie to Me.mp3";Lie to Me;Jonny Lang;1997
"EMF - Unbelievable.mp3";Unbelievable;EMF;1991
"John Coltrane, Duke Ellington - In a Sentimental Mood.mp3";In a Sentimental Mood;John Coltrane, Duke Ellington;1962
"Timbaland, OneRepublic - Apologize.mp3";Apologize;Timbaland, OneRepublic;2008
"Miguel - Sky Walker (feat. Travis Scott).mp3";Sky Walker (feat. Travis Scott);Miguel;2017
"Michael Sembello - Maniac.mp3";Maniac;Michael Sembello;1983
"Shop Boyz - Party Like A Rockstar.mp3";Party Like A Rockstar;Shop Boyz;2007
"The Guess Who - No Sugar TonightNew Mother Nature.mp3";American Woman / No Sugar Tonight;Guess Who;1970
"Color Me Badd - I Wanna Sex You Up.mp3";I Wanna Sex You Up;Color Me Badd;1991
"CNCO, Little Mix - Reggaeton Lento (Remix).mp3";Reggaeton Lento (Remix);CNCO, Little Mix;2017
"Nelly feat. Paul Wall, Ali, Gipp - Grillz.mp3";Grillz;Nelly feat. Paul Wall, Ali, Gipp;2006
"Metallica - Enter Sandman.mp3";Enter Sandman;Metallica;1991
"Guns N' Roses - Sweet Child O' Mine.mp3";Sweet Child O' Mine;Guns N' Roses;1987
"Melanie - Brand New Key.mp3";Brand New Key;Melanie;1972
"David Seville - Witch Doctor.mp3";Witch Doctor;David Seville;1958
"Pee Wee Hunt - Twelfth Street Rag.mp3";Twelfth Street Rag;Pee Wee Hunt;1948
"Samantha Fish - Chills & Fever.mp3";Chills & Fever;Samantha Fish;2017
"Elvis Presley - Stuck On You.mp3";Stuck On You;Elvis Presley;1960
"Carole King - It's Too Late - I Feel The Earth Move.mp3";It's Too Late / I Feel The Earth Move;Carole King;1971
"OMI - Cheerleader (Felix Jaehn Remix).mp3";Cheerleader (Felix Jaehn Remix);OMI;2015
"Chris Young - Losing Sleep.mp3";Losing Sleep;Chris Young;2017
"Evanescence - Imperfection.mp3";Imperfection;Evanescence;2017
"Paula Cole - I Don't Want To Wait.mp3";I Don't Want To Wait;Paula Cole;1998
"Inner Circle - Sweat (A La La La La Long).mp3";Sweat (A La La La La Long);Inner Circle;1992
"Ky-Mani Marley, Yanique 'Curvy Diva' - Turn Your Lights Down Low.mp3";Turn Your Lights Down Low;Ky-Mani Marley, Yanique 'Curvy Diva';2017
"B.J. Thomas - Raindrops Keep Fallin' On My Head.mp3";Raindrops Keep Fallin' On My Head;B.J. Thomas;1970
"Rolling Stones - Honky Tonk Women.mp3";Honky Tonk Women;Rolling Stones;1969
"Kranium - We Can (feat. Tory Lanez).mp3";We Can (feat. Tory Lanez);Kranium;2016
"Michael Jackson - Billie Jean.mp3";Billie Jean;Michael Jackson;1983
"P. Diddy feat. Usher, Loon - I Need a Girl (Part One).mp3";I Need a Girl (Part One);P. Diddy feat. Usher, Loon;2002
"Evanescence - Bring Me To Life.mp3";Bring Me To Life;Evanescence;2003
"Kenny Chesney - All the Pretty Girls.mp3";All the Pretty Girls;Kenny Chesney;2016
"Vaughn Monroe - There! I've Said It Again.mp3";There! I've Said It Again;Vaughn Monroe;1945
"Mario Lanza - Loveliest Night Of The Year.mp3";Loveliest Night Of The Year;Mario Lanza;1951
"Train - Hey, Soul Sister.mp3";Hey, Soul Sister;Train;2010
"The Glenn Miller Orchestra - Tuxedo Junction.mp3";Tuxedo Junction;The Glenn Miller Orchestra;1940
"Popcaan - El Chapo.mp3";El Chapo;Popcaan;2017
"Jimmy Dorsey, His Orchestra - Amapola (Pretty Little Poppy).mp3";Amapola (Pretty Little Poppy);Jimmy Dorsey, His Orchestra;1941
"Alicia Keys - Fallin'.mp3";Fallin';Alicia Keys;2001
"The Temptations - My Girl.mp3";My Girl;The Temptations;1964
"Walter Trout - Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd).mp3";Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd);Walter Trout;2017
"Sammy Davis Jr. - Candy Man.mp3";Candy Man;Sammy Davis Jr.;1972
"Waka Flocka Flame - Hard in Da Paint (Bellizio Remix) (Crizzly Edit).mp3";Hard in Da Paint (Bellizio Remix) (Crizzly Edit);Waka Flocka Flame;2011
"Brenda Lee - I'm Sorry.mp3";I'm Sorry;Brenda Lee;1960
"Tina Turner - What's Love Got To Do With It.mp3";What's Love Got To Do With It;Tina Turner;1984
"Queen - Crazy Little Thing Called Love.mp3";Crazy Little Thing Called Love;Queen;1980
"Vanessa Williams - Save The Best For Last.mp3";Save The Best For Last;Vanessa Williams;1992
"Les Baxter - Unchained Melody.mp3";Unchained Melody;Les Baxter;1955
"Stone Sour - Song #3.mp3";Song #3;Stone Sour;2017
"Dick Haymes - You'll Never Know.mp3";You'll Never Know;Dick Haymes;1943
"We Five - You Were On My Mind.mp3";You Were On My Mind;We Five;1965
"Patti Austin , James Ingram - Baby Come To Me.mp3";Baby Come To Me;Patti Austin , James Ingram;1983
