File Name;Song Title;Author;Gender
"Taylor Swift - Dear John.mp3";Dear John;Taylor Swift;F
"Expose - Come Go With Me (1987).mp3";Come Go With Me (1987);Exposé;F+
"Wilson Phillips - Impulsive.mp3";Impulsive;Wilson Phillips;F+
"Khalid - Location.mp3";Location;Khalid;m
"Taylor Swift - Last Kiss.mp3";Last Kiss;Taylor Swift;F
"Imagine Dragons - Shots.mp3";Shots;Imagine Dragons;M+F
"Taylor Swift - We Are Never Ever Getting Back Together.mp3";We Are Never Ever Getting Back Together;Taylor Swift;F
"Fleetwood Mac - The Chain.mp3";The Chain;Fleetwood Mac;M+F
"The All-American Rejects - Another Heart Calls.mp3";Another Heart Calls;The All-American Rejects;M+F
"Dierks Bentley, Elle King - Different for Girls.mp3";Different for Girls;Dierks Bentley, Elle King;M+F
"Swimming With Dolphins - Holiday.mp3";Holiday;Swimming With Dolphins;M+F
"Prophets of Rage - Living on the 110.mp3";Living on the 110;Prophets of Rage;m+
"Eagles - Hotel California.mp3";Hotel California;Eagles;m+
"Imagine Dragons - Battle Cry.mp3";Battle Cry;Imagine Dragons;M+F
"RIHANNA - ONLY GIRL - IN THE WORLD.mp3";ONLY GIRL - IN THE WORLD;RIHANNA;F
"Brett Young - Like I Loved You.mp3";Like I Loved You;Brett Young;m
"King Floyd - Groove Me.mp3";Groove Me;King Floyd;m
"The Chainsmokers - The One.mp3";The One;The Chainsmokers;M+
"GLORIA GAYNOR - I WILL SURVIVE.mp3";I WILL SURVIVE;GLORIA GAYNOR;F
"Destiny's Child - Independent Women - Part I.mp3";Independent Women - Part I;Destiny's Child;F+
"Taylor Swift - White Horse.mp3";White Horse;Taylor Swift;F
"R.L. Burnside - Someday Baby.mp3";Someday Baby;R.L. Burnside;m
"44 - Make You Smile.mp3";Make You Smile;44;M+F
"Expose - Come Go With Me (Extended Mix).mp3";Come Go With Me (Extended Mix);Exposé;F+
"LL Cool J - Mama Said Knock You Out.mp3";Mama Said Knock You Out;LL Cool J;m
"The Chainsmokers - Don't Let Me Down.mp3";Don't Let Me Down;The Chainsmokers;M+
"Kane Brown - Found You.mp3";Found You;Kane Brown;m
"Coldplay, Rihanna - Princess of China.mp3";Princess of China;Coldplay, Rihanna;M+F
"Taylor Swift - New Romantics.mp3";New Romantics;Taylor Swift;F
"Geto Boys - Mind Playing Tricks on Me.mp3";Mind Playing Tricks on Me;Geto Boys;m+
"Little Big Town - When Someone Stops Loving You.mp3";When Someone Stops Loving You;Little Big Town;M+F
"The Pointer Sisters - I'm So Excited.mp3";I'm So Excited;The Pointer Sisters;F+
"The Crystals - He's a Rebel.mp3";He's a Rebel;The Crystals;F+
"SPICE GIRLS - WANNABE.mp3";WANNABE;SPICE GIRLS;F
"Billie Holiday - I'll Be Seeing You.mp3";I'll Be Seeing You;Billie Holiday;f
"Expose - Seasons Change.mp3";Seasons Change;Exposé;F+
"Thomas Rhett - Unforgettable.mp3";Unforgettable;Thomas Rhett;m
"Wu-Tang Clan - C.R.E.A.M..mp3";C.R.E.A.M.;Wu-Tang Clan;m+
"Kenny Chesney - All the Pretty Girls.mp3";All the Pretty Girls;Kenny Chesney;m
"Daniel Caesar - Best Part (feat. H.E.R.).mp3";Best Part (feat. H.E.R.);Daniel Caesar;m
"The Notorious B.I.G. - Hypnotize.mp3";Hypnotize;The Notorious B.I.G.;m
"deadmau5 - Raise Your Weapon.mp3";Raise Your Weapon;deadmau5;m
"CHER - BELIEVE.mp3";BELIEVE;CHER;F
"The Cover Girls - Show Me.mp3";Show Me;The Cover Girls;F+
"Expose - You Don't Know What You Got.mp3";You Don't Know What You Got;Exposé;F+
"Shawn Mendes - There's Nothing Holdin' Me Back.mp3";There's Nothing Holdin' Me Back;Shawn Mendes;m
"Expose - Tell Me Why.mp3";Tell Me Why;Exposé;F+
"Imagine Dragons - Radioactive.mp3";Radioactive;Imagine Dragons;M+F
"George Benson - Breezin'.mp3";Breezin';George Benson;m
"Taylor Swift - Welcome to New York.mp3";Welcome to New York;Taylor Swift;F
"Taylor Swift - Better Than Revenge.mp3";Better Than Revenge;Taylor Swift;F
"Imagine Dragons - Warriors.mp3";Warriors;Imagine Dragons;M+F
"Eden's Crush - Get Over Yourself.mp3";Get Over Yourself;Eden's Crush;F+
"50 Cent - In Da Club.mp3";In Da Club;50 Cent;m
"Taylor Swift - All You Had to Do Was Stay.mp3";All You Had to Do Was Stay;Taylor Swift;F
"N.W.A - Fuck tha Police.mp3";Fuck tha Police;N.W.A;m+
"Total, The Notorious B.I.G. - Can't You See.mp3";Can't You See;Total, The Notorious B.I.G.;F+
"Simple Plan, Natasha Bedingfield - Jet Lag - feat. Natasha Bedingfield.mp3";Jet Lag - feat. Natasha Bedingfield;Simple Plan, Natasha Bedingfield;M+F
"The Chainsmokers - My Type.mp3";My Type;The Chainsmokers;M+
"Imagine Dragons - Gold.mp3";Gold;Imagine Dragons;M+F
"Aaron Neville - Tell It Like It Is.mp3";Tell It Like It Is;Aaron Neville;m
"Jon Pardi - Heartache on the Dance Floor.mp3";Heartache on the Dance Floor;Jon Pardi;m
"The Exciters - Tell Him.mp3";Tell Him;The Exciters;F+
"Expose - Face To Face.mp3";Face To Face;Exposé;F+
"Imagine Dragons - Amsterdam.mp3";Amsterdam;Imagine Dragons;M+F
"Johnny Cash, June Carter Cash - It Ain't Me Babe.mp3";It Ain’t Me Babe;Johnny Cash, June Carter Cash;M+F
"The Notorious B.I.G. - Juicy.mp3";Juicy;The Notorious B.I.G.;m
"The Blues Brothers - Soul Man.mp3";Soul Man;The Blues Brothers;m+
"Etta James - A Sunday Kind of Love.mp3";A Sunday Kind of Love;Etta James;f
"Sister Sledge - He's the Greatest Dancer.mp3";He's the Greatest Dancer;Sister Sledge;F+
"Thomas Rhett - Marry Me.mp3";Marry Me;Thomas Rhett;m
"The Cake - Baby That's Me.mp3";Baby That's Me;The Cake;F+
"Taylor Swift - Sweeter Than Fiction.mp3";Sweeter Than Fiction;Taylor Swift;F
"Joe Bonamassa, Beth Hart - I'll Take Care of You.mp3";I'll Take Care of You;Joe Bonamassa, Beth Hart;M+F
"Keb' Mo' - Life Is Beautiful.mp3";Life Is Beautiful;Keb' Mo';m
"Danity Kane - Damaged.mp3";Damaged;Danity Kane;F+
"Shirley Gunter, the Queens - Oop Shoop.mp3";Oop Shoop;Shirley Gunter, the Queens;F+
"Damian Jr. Gong Marley - Welcome to Jamrock.mp3";Welcome to Jamrock;"Damian ""Jr. Gong"" Marley";m
"LADY GAGA - POKER FACE.mp3";POKER FACE;LADY GAGA;F
"Joe Bonamassa - Drive.mp3";Drive;Joe Bonamassa;m
"Bob Marley, The Wailers - Buffalo Soldier.mp3";Buffalo Soldier;Bob Marley, The Wailers;m+
"Chris Brown - Privacy.mp3";Privacy;Chris Brown;m
"KATY PERRY - FIREWORK.mp3";FIREWORK;KATY PERRY;F
"Beastie Boys - Paul Revere.mp3";Paul Revere;Beastie Boys;m+
"BRITNEY SPEARS - ...BABY ONE MORE TIME.mp3";...BABY ONE MORE TIME;BRITNEY SPEARS;F
"Popcaan - El Chapo.mp3";El Chapo;Popcaan;m
"David Guetta - Without You (feat. Usher).mp3";Without You (feat. Usher);David Guetta;m
"Mindi Abair, the Boneshakers - Pretty Good for a Girl (feat. Joe Bonamassa).mp3";Pretty Good for a Girl (feat. Joe Bonamassa);Mindi Abair, the Boneshakers;M+F
"Owl City - Honey And The Bee.mp3";Honey And The Bee;Owl City;M+F
"Whitney Houston - Until You Come Back.mp3";Until You Come Back ;Whitney Houston;F
"Striking Matches - When the Right One Comes Along.mp3";When the Right One Comes Along;Striking Matches;M+F
"Florida Georgia Line - Smooth.mp3";Smooth;Florida Georgia Line;m+
"Bob Marley, The Wailers - Is This Love.mp3";Is This Love;Bob Marley, The Wailers;m+
"Chairlift - Bruises.mp3";Bruises;Chairlift;M+F
"Garrett Hedlund, Leighton Meester - Give in to Me.mp3";Give in to Me;Garrett Hedlund, Leighton Meester;M+F
"Trisha Yearwood, Don Henley - Walkaway Joe.mp3";Walkaway Joe;Trisha Yearwood, Don Henley;M+F
"Nick Jonas - Find You.mp3";Find You;Nick Jonas;m
"Girls Aloud - Love Machine.mp3";Love Machine;Girls Aloud;F+
"Ky-Mani Marley, Yanique 'Curvy Diva' - Turn Your Lights Down Low.mp3";Turn Your Lights Down Low;Ky-Mani Marley, Yanique 'Curvy Diva';M+F
"AC DC - Back In Black.mp3";Back In Black;AC DC;m+
"Foo Fighters - Run.mp3";Run;Foo Fighters;m+
"CELINE DION - MY HEART WILL GO ON.mp3";MY HEART WILL GO ON;CELINE DION;F
"Calvin Harris, Rihanna - We Found Love.mp3";We Found Love;Calvin Harris, Rihanna;M+F
"Pete Yorn, Scarlett Johansson - Relator.mp3";Relator;Pete Yorn, Scarlett Johansson;M+F
"TLC - Creep.mp3";Creep;TLC;F+
"Imagine Dragons - It's Time.mp3";It's Time;Imagine Dragons;M+F
"The Chainsmokers - Roses.mp3";Roses;The Chainsmokers;M+
"The Chainsmokers - Closer.mp3";Closer;The Chainsmokers;M+
"Lizz Wright - Southern Nights.mp3";Southern Nights;Lizz Wright;f
"Van Morrison - Bring It On Home To Me.mp3";Bring It On Home To Me;Van Morrison;m
"Bob Marley, The Wailers - No Woman, No Cry (Live 1975).mp3";No Woman, No Cry (Live 1975);Bob Marley, The Wailers;m+
"One Direction - A.M..mp3";A.M.;One Direction;M+
"Isobel Campbell, Mark Lanegan - The False Husband.mp3";The False Husband;Isobel Campbell, Mark Lanegan;M+F
"Labrinth, Emeli Sande - Beneath Your Beautiful.mp3";Beneath Your Beautiful;Labrinth, Emeli Sande;M+F
"The Ikettes - I'm Blue - The Gong-Gong Song.mp3";I'm Blue - The Gong-Gong Song;The Ikettes;F+
"Luis Fonsi, Daddy Yankee - Despacito (feat. Justin Bieber) [Remix].mp3";Despacito (feat. Justin Bieber) [Remix];Luis Fonsi, Daddy Yankee;m+
"NEEDTOBREATHE - Hard Love (feat. Lauren Daigle).mp3";Hard Love (feat. Lauren Daigle);NEEDTOBREATHE;m+
"The Weeknd - The Hills.mp3";The Hills;The Weeknd;m
"Whitney Houston - Exhale (Shoop Shoop).mp3";Exhale (Shoop Shoop) ;Whitney Houston;F
"Joe Bonamassa - Get Back My Tomorrow (Live).mp3";Get Back My Tomorrow (Live);Joe Bonamassa;m
"Whitney Houston - I Love the Lord.mp3";I Love the Lord ;Whitney Houston;F
"Imagine Dragons - Hear Me.mp3";Hear Me;Imagine Dragons;M+F
"Public Enemy - Fight the Power.mp3";Fight the Power;Public Enemy;m+
"Jason Isbell, Amanda Shires - Mutineer.mp3";Mutineer;Jason Isbell, Amanda Shires;M+F
"SPICE GIRLS - SAY YOU'LL BE THERE.mp3";SAY YOU'LL BE THERE;SPICE GIRLS;F
"Scott Bradlee's Postmodern Jukebox - Seven Nation Army (feat. Haley Reinhart).mp3";Seven Nation Army (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;M+F
"Blake Shelton - I'll Name the Dogs.mp3";I'll Name the Dogs;Blake Shelton;m
"Expose - Point Of No Return.mp3";Point Of No Return;Exposé;F+
"The Bobbettes - Mr. Lee.mp3";Mr. Lee;The Bobbettes;F+
"Girls Aloud - Biology.mp3";Biology;Girls Aloud;F+
"Stevie Wonder - As.mp3";As;Stevie Wonder;m
"Keith Urban, Miranda Lambert - We Were Us.mp3";We Were Us;Keith Urban, Miranda Lambert;M+F
"The Chainsmokers - Don't Say.mp3";Don't Say;The Chainsmokers;M+
"Major Lazer - Pon De Floor (feat. Vybz Kartel).mp3";Pon De Floor (feat. Vybz Kartel);Major Lazer;m+
"Kenny Chesney, Pink - Setting the World On Fire.mp3";Setting the World On Fire;Kenny Chesney, Pink;M+F
"Taylor Swift - The Outside.mp3";The Outside;Taylor Swift;F
"Fifth Harmony, Ty Dolla $ign - Work From Home.mp3";Work From Home;Fifth Harmony, Ty Dolla $ign;F+
"Whitney Houston - I Learned from the Best.mp3";I Learned from the Best ;Whitney Houston;F
"Taylor Swift - I Don't Wanna Live Forever.mp3";I Don't Wanna Live Forever;Taylor Swift;F
"The Supremes - Where Did Our Love Go.mp3";Where Did Our Love Go;The Supremes;F+
"Sugarhill Gang - Rapper's Delight.mp3";Rapper's Delight;Sugarhill Gang;m+
"Imagine Dragons - Demons.mp3";Demons;Imagine Dragons;M+F
"Walker Hayes - You Broke Up with Me.mp3";You Broke Up with Me;Walker Hayes;m
"Taylor Swift - Cold as You.mp3";Cold as You;Taylor Swift;F
"Chris Janson - Fix a Drink.mp3";Fix a Drink;Chris Janson;m
"Thomas Rhett - Craving You (feat. Maren Morris).mp3";Craving You (feat. Maren Morris);Thomas Rhett;m
"Carly Pearce - Every Little Thing.mp3";Every Little Thing;Carly Pearce;f
"Highly Suspect - Little One.mp3";Little One;Highly Suspect;m+
"ALEXANDRA BURKE - HALLELUJAH.mp3";HALLELUJAH;ALEXANDRA BURKE;F
"Imagine Dragons - Ready Aim Fire.mp3";Ready Aim Fire;Imagine Dragons;M+F
"Matisyahu - One Day.mp3";One Day;Matisyahu;m
"The Pipettes - Pull Shapes.mp3";Pull Shapes;The Pipettes;F+
"WHIGFIELD - SATURDAY NIGHT.mp3";SATURDAY NIGHT;WHIGFIELD;F
"The Shirelles - Will You Love Me Tomorrow.mp3";Will You Love Me Tomorrow;The Shirelles;F+
"Maroon 5 - What Lovers Do (feat. SZA).mp3";What Lovers Do (feat. SZA);Maroon 5;m+
"The xx - Crystalised.mp3";Crystalised;The xx;M+F
"Expose - I'll Never Get Over You (Getting Over Me).mp3";I'll Never Get Over You (Getting Over Me);Exposé;F+
"Dr. Dre, Snoop Doggy Dogg - Nuthin' but a 'G' Thang.mp3";Nuthin' but a 'G' Thang;Dr. Dre, Snoop Doggy Dogg;m+
"Jade - Don't Walk Away.mp3";Don't Walk Away;Jade;F+
"Tim McGraw, Faith Hill - I Need You.mp3";I Need You;Tim McGraw, Faith Hill;M+F
"Skrillex - Scary Monsters and Nice Sprites.mp3";Scary Monsters and Nice Sprites;Skrillex;m
"Owl City - The Saltwater Room.mp3";The Saltwater Room;Owl City;M+F
"A Day To Remember - If It Means a Lot to You.mp3";If It Means a Lot to You;A Day To Remember;M+F
"Scott Joplin - The Entertainer.mp3";The Entertainer;Scott Joplin;m
"Maren Morris - I Could Use a Love Song.mp3";I Could Use a Love Song;Maren Morris;f
"Inner Circle - Bad Boys (Theme from COPS).mp3";Bad Boys (Theme from COPS);Inner Circle;m+
"Childish Gambino - Redbone.mp3";Redbone;Childish Gambino;m
"Herb Alpert, The Tijuana Brass - The Lonely Bull (El Solo Toro).mp3";The Lonely Bull (El Solo Toro);Herb Alpert, The Tijuana Brass;f+
"David Frizzell, Shelly West - You're The Reason God Made Oklahoma.mp3";You're The Reason God Made Oklahoma;David Frizzell, Shelly West;M+F
"Toni Braxton - Deadwood.mp3";Deadwood;Toni Braxton;f
"Bob Marley, The Wailers - Three Little Birds.mp3";Three Little Birds;Bob Marley, The Wailers;m+
"The Chainsmokers - Paris.mp3";Paris;The Chainsmokers;M+
"Whitney Houston - It's Not Right, But It's OK.mp3";It's Not Right, But It's OK ;Whitney Houston;F
"Montgomery Gentry - Better Me.mp3";Better Me;Montgomery Gentry;m+
"BTS - DNA.mp3";DNA;BTS;m+
"Jonny Lang - Lie to Me.mp3";Lie to Me;Jonny Lang;m
"LEONA LEWIS - BLEEDING LOVE.mp3";BLEEDING LOVE;LEONA LEWIS;F
"Sean Paul - Tek Weh Yuh Heart (Audio) ft.mp3";Sean Paul - Tek Weh Yuh Heart (Audio) ft.mp3";Sean Paul;m
