File Name;Song Title;Author;Genre
"Kid Rock - Picture (feat. Sheryl Crow).mp3";Picture (feat. Sheryl Crow);Kid Rock;Rock
"The Weeknd - Earned It (Fifty Shades of Grey).mp3";Earned It (Fifty Shades of Grey);The Weeknd;R&B/Soul
"Lady Antebellum - You Look Good.mp3";You Look Good;Lady Antebellum;Country
"Bob Marley, The Wailers - Redemption Song.mp3";Redemption Song;Bob Marley, The Wailers;Reggae
"Lizz Wright - Southern Nights.mp3";Southern Nights;Lizz Wright;Jazz
"Chuck Berry - Route 66.mp3";Route 66;Chuck Berry;Blues
"Kesha - Woman (feat. The Dap-Kings Horns).mp3";Woman (feat. The Dap-Kings Horns);Kesha;Pop
"Bob Marley, The Wailers - Three Little Birds.mp3";Three Little Birds;Bob Marley, The Wailers;Reggae
"Feeling Good -Nina Simone.mp3";Feeling Good;Nina Simone;Jazz
"Andy Grammer - Smoke Clears.mp3";Smoke Clears;Andy Grammer;Pop
"4 Non Blondes - What's Up.mp3";What's Up?;4 Non Blondes;Rock
"Collie Buddz - Come Around.mp3";Come Around;Collie Buddz;Reggae
"Maren Morris - I Could Use a Love Song.mp3";I Could Use a Love Song;Maren Morris;Country
"A Tribe Called Quest, Leaders of the New School - Scenario.mp3";Scenario;A Tribe Called Quest, Leaders of the New School;Hip-hop- Rap
"Guns N' Roses - Sweet Child O' Mine.mp3";Sweet Child O' Mine;Guns N' Roses;Rock
"Peking Duk - High (feat. Nicole Millar).mp3";High (feat. Nicole Millar);Peking Duk;Electronic
"Robert Johnson - Cross Road Blues.mp3";Cross Road Blues;Robert Johnson;Blues
"Grace VanderWaal - Moonlight.mp3";Moonlight;Grace VanderWaal;Pop
"Bob Marley, The Wailers - Jamming.mp3";Jamming;Bob Marley, The Wailers;Reggae
"Brett Young - In Case You Didn't Know.mp3";In Case You Didn't Know;Brett Young;Country
"Etta James - A Sunday Kind of Love.mp3";A Sunday Kind of Love;Etta James;Blues
"Frank Sinatra - Young At Heart.mp3";Young At Heart;Frank Sinatra;Jazz
"Elvis Presley - Can't Help Falling In Love.mp3";Can't Help Falling In Love;Elvis Presley;Rock
"Sevyn Streeter - Before I Do.mp3";Before I Do;Sevyn Streeter;R&B/Soul
"Miguel - Shockandawe.mp3";Shockandawe;Miguel;Pop
"Blake Shelton - At the House.mp3";At the House;Blake Shelton;Country
"The Weeknd - Reminder.mp3";Reminder;The Weeknd;R&B/Soul
"Eric Church - Round Here Buzz.mp3";Round Here Buzz;Eric Church;Country
"CNCO, Little Mix - Reggaeton Lento (Remix).mp3";Reggaeton Lento (Remix);CNCO, Little Mix;Pop
"P!nk - What About Us.mp3";What About Us;P!nk;Pop
"Stan Getz & Joao Gilberto - The Girl from Ipanema.mp3";The Girl from Ipanema;Stan Getz & Joao Gilberto;Jazz
"Shawn Mendes - There's Nothing Holdin' Me Back.mp3";There's Nothing Holdin' Me Back;Shawn Mendes;Pop
"Walker Hayes - You Broke Up with Me.mp3";You Broke Up with Me;Walker Hayes;Country
"Buddy Guy - Feels Like Rain.mp3";Feels Like Rain;Buddy Guy;Blues
"Iration - Falling.mp3";Falling;Iration;Reggae
"Vybz Kartel - Fever.mp3";Fever;Vybz Kartel;Reggae
"Little Big Town - Better Man.mp3";Better Man;Little Big Town;Country
"Sean Paul - Tek Weh Yuh Heart (feat. Tory Lanez).mp3";Tek Weh Yuh Heart (feat. Tory Lanez);Sean Paul;Reggae
"Shaggy - Angel (feat. Rayvon).mp3";Angel (feat. Rayvon);Shaggy;Reggae
"deadmau5 - Raise Your Weapon.mp3";Raise Your Weapon;deadmau5;Electronic
"Kansas - Carry On Wayward Son.mp3";Carry On Wayward Son;Kansas;Rock
"Duck Sauce - Barbra Streisand.mp3";Barbra Streisand;Duck Sauce;Electronic
"Dillon Francis, Diplo - Que Que (feat. Maluca).mp3";Que Que (feat. Maluca);Dillon Francis, Diplo;Electronic
"Samantha Fish - Hello Stranger.mp3";Hello Stranger;Samantha Fish;Blues
"Stan - Eminem feat. Dido,.mp3";Eminem feat. Dido,;Stan;Hip-hop- Rap
"Bob Marley - Turn Your Lights Down Low (Interpolation of Lovin You).mp3";Turn Your Lights Down Low (Interpolation of Lovin You);Bob Marley;Reggae
"Julia Michaels - Issues.mp3";Issues;Julia Michaels;Pop
"Metallica - Nothing Else Matters.mp3";Nothing Else Matters;Metallica;Rock
"Scott Joplin - The Entertainer.mp3";The Entertainer;Scott Joplin;Jazz
"Pink Floyd - Wish You Were Here.mp3";Wish You Were Here;Pink Floyd;Rock
"BTS - Best of Me.mp3";Best of Me;BTS;Pop
"Granger Smith - Happens Like That.mp3";Happens Like That;Granger Smith;Country
"Sam Cooke - Mean Old World.mp3";Mean Old World;Sam Cooke;R&B/Soul
"Eli-Mac - Mr Sensi.mp3";Mr Sensi;Eli-Mac;Reggae
"Miles Davis - Round Midnight.mp3";Round Midnight;Miles Davis;Jazz
"Tony Bennett & Lady Gaga - Winter Wonderland.mp3";Winter Wonderland;Tony Bennett & Lady Gaga;Jazz
"Konshens - Bruk Off Yuh Back.mp3";Bruk Off Yuh Back;Konshens;Reggae
"Hailee Steinfeld - Most Girls.mp3";Most Girls;Hailee Steinfeld;Pop
"Charlie Puth - Attention.mp3";Attention;Charlie Puth;Pop
"ZAYN - Dusk Till Dawn (feat. Sia).mp3";Dusk Till Dawn (feat. Sia);ZAYN;Pop
"Kelly Clarkson - Move You.mp3";Move You;Kelly Clarkson;Pop
"Etta James - At Last.mp3";At Last;Etta James;Blues
"Kelly Clarkson - Love So Soft.mp3";Love So Soft;Kelly Clarkson;Pop
"Nero - Dark Skies.mp3";Dark Skies;Nero;Electronic
"Kavinsky - Nightcall.mp3";Nightcall;Kavinsky;Electronic
"Baauer - GoGo!.mp3";GoGo!;Baauer;Electronic
"The Rolling Stones - Just Your Fool.mp3";Just Your Fool;The Rolling Stones;Blues
"The Louisiana Blues Brothas - My Sidepiece (feat. Pokey & Major Clark Jr.).mp3";My Sidepiece (feat. Pokey & Major Clark Jr.);The Louisiana Blues Brothas;Blues
"Toto - Africa.mp3";Africa;Toto;Rock
"Sammy Johnson - Sleepwalker.mp3";Sleepwalker;Sammy Johnson;Reggae
"SZA - The Weekend.mp3";The Weekend;SZA;R&B/Soul
"Michael Kiwanuka - Cold Little Heart.mp3";Cold Little Heart;Michael Kiwanuka;R&B/Soul
"BTS - Outro- Her.mp3";Outro- Her;BTS;Pop
"It Was a Good Day - Ice Cube.mp3";Ice Cube;It Was a Good Day;Hip-hop- Rap
"Sean Paul - Tek Weh Yuh Heart (Audio) ft.mp3";Sean Paul - Tek Weh Yuh Heart (Audio) ft.mp3";Sean Paul;Reggae
"Justice - D.A.N.C.E..mp3";D.A.N.C.E.;Justice;Electronic
"King of Rock - Run-DMC.mp3";Run-DMC;King of Rock;Hip-hop- Rap
"The Chainsmokers - Closer (feat. Halsey).mp3";Closer (feat. Halsey);The Chainsmokers;Electronic
"R.L. Burnside - Let My Baby Ride.mp3";Let My Baby Ride;R.L. Burnside;Blues
"Bob Marley, The Wailers - Stir It Up.mp3";Stir It Up;Bob Marley, The Wailers;Reggae
"Sean Paul - No Lie (feat. Dua Lipa).mp3";No Lie (feat. Dua Lipa);Sean Paul;Reggae
"Dave Brubeck - Take Five.mp3";Take Five;Dave Brubeck;Jazz
"Florida Georgia Line - God, Your Mama, And Me (feat. Backstreet Boys).mp3";God, Your Mama, And Me (feat. Backstreet Boys);Florida Georgia Line;Country
"Chris Brown - Questions.mp3";Questions;Chris Brown;R&B/Soul
"Herb Alpert - Route 101.mp3";Route 101;Herb Alpert;Jazz
"James Arthur - Say You Won't Let Go.mp3";Say You Won't Let Go;James Arthur;Pop
"Khalid - Another Sad Love Song.mp3";Another Sad Love Song;Khalid;R&B/Soul
"Ed Sheeran - Thinking Out Loud.mp3";Thinking Out Loud;Ed Sheeran;Pop
"BTS - DNA.mp3";DNA;BTS;Pop
"Joan Jett, The Blackhearts - I Love Rock 'N Roll.mp3";I Love Rock 'N Roll;Joan Jett, The Blackhearts;Rock
"The Weeknd - Party Monster.mp3";Party Monster;The Weeknd;R&B/Soul
"The Weeknd - Starboy (feat. Daft Punk).mp3";Starboy (feat. Daft Punk);The Weeknd;R&B/Soul
"Inner Circle - Sweat (A La La La La Long).mp3";Sweat (A La La La La Long);Inner Circle;Reggae
"Kid Rock - All Summer Long.mp3";All Summer Long;Kid Rock;Rock
"Aaron Neville - Tell It Like It Is.mp3";Tell It Like It Is;Aaron Neville;Blues
"TWICE - LIKEY.mp3";LIKEY;TWICE;Pop
"Andy Grammer - Give Love (feat. LunchMoney Lewis).mp3";Give Love (feat. LunchMoney Lewis);Andy Grammer;Pop
"Louis Tomlinson - Back to You (feat. Bebe Rexha & Digital Farm Animals).mp3";Back to You (feat. Bebe Rexha & Digital Farm Animals);Louis Tomlinson;Pop
"Labrinth - Misbehaving.mp3";Misbehaving;Labrinth;Pop
"Gin, Juice - Snoop Doggy Dogg.mp3";Snoop Doggy Dogg;Gin, Juice;Hip-hop- Rap
"Avicii - Levels.mp3";Levels;Avicii;Electronic
"Joe Bonamassa - Drive.mp3";Drive;Joe Bonamassa;Blues
"LL Cool J - Mama Said Knock You Out.mp3";Mama Said Knock You Out;LL Cool J;Hip-hop- Rap
"REZZ - Edge.mp3";Edge;REZZ;Electronic
"Joe Bonamassa - Get Back My Tomorrow (Live).mp3";Get Back My Tomorrow (Live);Joe Bonamassa;Blues
"Maroon 5 & Julia Michaels - Help Me Out.mp3";Help Me Out;Maroon 5 & Julia Michaels;Pop
"Kranium - We Can (feat. Tory Lanez).mp3";We Can (feat. Tory Lanez);Kranium;Reggae
"Justin Bieber, BloodPop - Friends.mp3";Friends;Justin Bieber, BloodPop®;Pop
"Jack U - Where Are U Now (feat. Justin Bieber).mp3";Where Are Ü Now (feat. Justin Bieber);Jack Ü;Electronic
"Daniel Caesar - Get You (feat. Kali Uchis).mp3";Get You (feat. Kali Uchis);Daniel Caesar;R&B/Soul
"Me Myself, I - De La Soul.mp3";De La Soul;Me Myself, I;Hip-hop- Rap
"Khalid - Young Dumb & Broke (Remix) [feat. Rae Sremmurd & Lil Yachty].mp3";Young Dumb & Broke (Remix) [feat. Rae Sremmurd & Lil Yachty];Khalid;R&B/Soul
"DJ Snake, Lil Jon - Turn Down For What.mp3";Turn Down For What;DJ Snake, Lil Jon;Electronic
"Lost Ones - Lauryn Hill.mp3";Lauryn Hill;Lost Ones;Hip-hop- Rap
"Ed Sheeran - Castle on the Hill.mp3";Castle on the Hill;Ed Sheeran;Pop
"Queen - We Will Rock You.mp3";We Will Rock You;Queen;Rock
"Nat King Cole, Natalie Cole - Unforgettable.mp3";Unforgettable;Nat King Cole, Natalie Cole;Jazz
"Inner Circle - Bad Boys (Theme from COPS).mp3";Bad Boys (Theme from COPS);Inner Circle;Reggae
"Jonathan Fritzen - Let It Go.mp3";Let It Go;Jonathan Fritzén;Jazz
"LL Cool J - Rock the Bells.mp3";Rock the Bells;LL Cool J;Hip-hop- Rap
"Shaggy - It Wasn't Me (feat. Ricardo Ducent).mp3";It Wasn't Me (feat. Ricardo Ducent);Shaggy;Reggae
"MAJOR. - Why I Love You.mp3";Why I Love You;MAJOR.;R&B/Soul
"Ruthie Foster - Lord Remember Me.mp3";Lord Remember Me;Ruthie Foster;Blues
"Afrika Bambaataa, the Soulsonic Force - Planet Rock.mp3";Planet Rock;Afrika Bambaataa, the Soulsonic Force;Hip-hop- Rap
"MAX - Lights Down Low (feat. gnash).mp3";Lights Down Low (feat. gnash);MAX;Pop
"Mija, Vindata - Better.mp3";Better;Mija, Vindata;Electronic
"The Weeknd - I Feel It Coming (feat. Daft Punk).mp3";I Feel It Coming (feat. Daft Punk);The Weeknd;R&B/Soul
"Public Enemy - Fight the Power.mp3";Fight the Power;Public Enemy;Hip-hop- Rap
"The Weeknd - Die For You.mp3";Die For You;The Weeknd;R&B/Soul
"Sugarhill Gang - Rapper's Delight.mp3";Rapper's Delight;Sugarhill Gang;Hip-hop- Rap
"The Breaks - Kurtis Blow.mp3";Kurtis Blow;The Breaks;Hip-hop- Rap
"Herb Alpert, The Tijuana Brass - The Lonely Bull (El Solo Toro).mp3";The Lonely Bull (El Solo Toro);Herb Alpert, The Tijuana Brass;Jazz
"Rebelution - Roots Reggae Music (feat. Don Carlos).mp3";Roots Reggae Music (feat. Don Carlos);Rebelution;Reggae
"Annie Lennox - I Put a Spell On You.mp3";I Put a Spell On You;Annie Lennox;Jazz
"Dre Island - We Pray (feat. Popcaan).mp3";We Pray (feat. Popcaan);Dre Island;Reggae
"Frank Sinatra - Fly Me to the Moon.mp3";Fly Me to the Moon;Frank Sinatra;Jazz
"Mr.Tac - Unforgettable (Drop-Zone Remix).mp3";Unforgettable (Drop-Zone Remix);Mr.Tac;Reggae
"Chris Brown - Everybody Knows.mp3";Everybody Knows;Chris Brown;R&B/Soul
"Nothing More - Go to War.mp3";Go to War;Nothing More;Rock
"Liam Payne - Strip That Down (feat. Quavo).mp3";Strip That Down (feat. Quavo);Liam Payne;Pop
"ZHU - Faded.mp3";Faded;ZHU;Electronic
"Khalid - Young Dumb & Broke.mp3";Young Dumb & Broke;Khalid;R&B/Soul
"John Coltrane & Duke Ellington - In a Sentimental Mood.mp3";In a Sentimental Mood;John Coltrane & Duke Ellington;Jazz
"Skrillex - Breathe (Krewella Vocal Edit).mp3";Breathe (Krewella Vocal Edit);Skrillex;Electronic
"Montell Jordan - This Is How We Do It.mp3";This Is How We Do It;Montell Jordan;R&B/Soul
"Us3 - Cantaloop (Flip Fantasia).mp3";Cantaloop (Flip Fantasia);Us3;Jazz
"Joe Bonamassa, Beth Hart - I'll Take Care of You.mp3";I'll Take Care of You;Joe Bonamassa, Beth Hart;Blues
"BBC Big Band Orchestra - Sing, Sing, Sing.mp3";Sing, Sing, Sing;BBC Big Band Orchestra;Jazz
"Otis Redding - (Sittin' On) The Dock of the Bay.mp3";(Sittin' On) The Dock of the Bay;Otis Redding;R&B/Soul
"Chronixx - Skankin' Sweet.mp3";Skankin' Sweet;Chronixx;Reggae
"Albert King - Born Under a Bad Sign.mp3";Born Under a Bad Sign;Albert King;Blues
"Ringo Starr - Back Off Boogaloo.mp3";Back Off Boogaloo;Ringo Starr;Blues
"Thomas Rhett - Craving You (feat. Maren Morris).mp3";Craving You (feat. Maren Morris);Thomas Rhett;Country
"Ben E. King - Stand By Me.mp3";Stand By Me;Ben E. King;R&B/Soul
"Survivor - Eye of the Tiger.mp3";Eye of the Tiger;Survivor;Rock
"R.L. Burnside - It's Bad You Know.mp3";It's Bad You Know;R.L. Burnside;Blues
"Buddy Guy - Ain't No Sunshine (feat. Tracy Chapman).mp3";Ain't No Sunshine (feat. Tracy Chapman);Buddy Guy;Blues
"Kanye West - Mercy (RL Grime & Salva Remix).mp3";Mercy (RL Grime & Salva Remix);Kanye West;Electronic
"Camila Cabello - Havana (feat. Young Thug).mp3";Havana (feat. Young Thug);Camila Cabello;Pop
"System Of A Down - Chop Suey!.mp3";Chop Suey!;System Of A Down;Rock
"Rosa Parks - Outkast.mp3";Outkast;Rosa Parks;Hip-hop- Rap
"Chris Stapleton - Tennessee Whiskey.mp3";Tennessee Whiskey;Chris Stapleton;Country
"Harry Styles - Sign of the Times.mp3";Sign of the Times;Harry Styles;Pop
"Sam Smith - Too Good at Goodbyes.mp3";Too Good at Goodbyes;Sam Smith;Pop
"Lynyrd Skynyrd - Sweet Home Alabama.mp3";Sweet Home Alabama;Lynyrd Skynyrd;Rock
"King Floyd - Groove Me.mp3";Groove Me;King Floyd;Blues
"Shaggy - Angel.mp3";Angel;Shaggy;Reggae
"Jimmy Cliff - I Can See Clearly Now.mp3";I Can See Clearly Now;Jimmy Cliff;Reggae
"Def Leppard - Pour Some Sugar On Me (2012 Re-Recorded Version).mp3";Pour Some Sugar On Me (2012 Re-Recorded Version);Def Leppard;Rock
"Bruno Mars - Versace On The Floor.mp3";Versace On The Floor;Bruno Mars;Pop
"Wayne Wonder - No Letting Go.mp3";No Letting Go;Wayne Wonder;Reggae
"Demarco - I Love My Life.mp3";I Love My Life;Demarco;Reggae
"Kenny Chesney - All the Pretty Girls.mp3";All the Pretty Girls;Kenny Chesney;Country
"Selena Gomez - Fetish (feat. Gucci Mane).mp3";Fetish (feat. Gucci Mane);Selena Gomez;Pop
"Ginuwine - Pony.mp3";Pony;Ginuwine;R&B/Soul
"Quincy Jones - Sanford and Son Theme (The Streetbeater).mp3";Sanford and Son Theme (The Streetbeater);Quincy Jones;Jazz
"Hailee Steinfeld, Alesso - Let Me Go (feat. Florida Georgia Line & watt).mp3";Let Me Go (feat. Florida Georgia Line & watt);Hailee Steinfeld, Alesso;Pop
"Major Lazer - Pon De Floor (feat. Vybz Kartel).mp3";Pon De Floor (feat. Vybz Kartel);Major Lazer;Electronic
"Foo Fighters - The Sky Is A Neighborhood.mp3";The Sky Is A Neighborhood;Foo Fighters;Rock
"R. Kelly - Ignition (Remix).mp3";Ignition (Remix);R. Kelly;R&B/Soul
"Big Daddy Kane - Ain't No Half-Steppin'.mp3";Ain't No Half-Steppin';Big Daddy Kane;Hip-hop- Rap
"Glenn Miller, His Orchestra - Moonlight Serenade.mp3";Moonlight Serenade;Glenn Miller, His Orchestra;Jazz
"BTS - dimple.mp3";dimple;BTS;Pop
"Herbie Hancock - Rockit.mp3";Rockit;Herbie Hancock;Jazz
"Al Green - Let's Stay Together.mp3";Let's Stay Together;Al Green;R&B/Soul
"Queen - Bohemian Rhapsody.mp3";Bohemian Rhapsody;Queen;Rock
"Geto Boys - Mind Playing Tricks on Me.mp3";Mind Playing Tricks on Me;Geto Boys;Hip-hop- Rap
"Freezy - Split in Di Middle.mp3";Split in Di Middle;Freezy;Reggae
"Van Morrison - Bring It On Home To Me.mp3";Bring It On Home To Me;Van Morrison;Blues
"Shaggy - Boombastic.mp3";Boombastic;Shaggy;Reggae
"Chris Stapleton - Either Way.mp3";Either Way;Chris Stapleton;Country
"Kaskade - 4 AM (Adam K and Soha Mix).mp3";4 AM (Adam K and Soha Mix);Kaskade;Electronic
"TOKiMONSTA - Mileena's Theme.mp3";Mileena's Theme;TOKiMONSTA;Electronic
"Russell Dickerson - Yours.mp3";Yours;Russell Dickerson;Country
"Florida Georgia Line - Smooth.mp3";Smooth;Florida Georgia Line;Country
"SZA - Love Galore (feat. Travis Scott).mp3";Love Galore (feat. Travis Scott);SZA;R&B/Soul
