File Name;Song Title;Author;Genre
"Mija, Vindata - Better.mp3";Better;Mija, Vindata;Electronic
"The Weeknd - I Feel It Coming (feat. Daft Punk).mp3";I Feel It Coming (feat. Daft Punk);The Weeknd;R&B/Soul
"Public Enemy - Fight the Power.mp3";Fight the Power;Public Enemy;Hip-hop- Rap
"The Weeknd - Die For You.mp3";Die For You;The Weeknd;R&B/Soul
"Sugarhill Gang - Rapper's Delight.mp3";Rapper's Delight;Sugarhill Gang;Hip-hop- Rap
"The Breaks - Kurtis Blow.mp3";Kurtis Blow;The Breaks;Hip-hop- Rap
"Herb Alpert, The Tijuana Brass - The Lonely Bull (El Solo Toro).mp3";The Lonely Bull (El Solo Toro);Herb Alpert, The Tijuana Brass;Jazz
"Rebelution - Roots Reggae Music (feat. Don Carlos).mp3";Roots Reggae Music (feat. Don Carlos);Rebelution;Reggae
"Annie Lennox - I Put a Spell On You.mp3";I Put a Spell On You;Annie Lennox;Jazz
"Dre Island - We Pray (feat. Popcaan).mp3";We Pray (feat. Popcaan);Dre Island;Reggae
"Frank Sinatra - Fly Me to the Moon.mp3";Fly Me to the Moon;Frank Sinatra;Jazz
"Mr.Tac - Unforgettable (Drop-Zone Remix).mp3";Unforgettable (Drop-Zone Remix);Mr.Tac;Reggae
"Chris Brown - Everybody Knows.mp3";Everybody Knows;Chris Brown;R&B/Soul
"Nothing More - Go to War.mp3";Go to War;Nothing More;Rock
"Liam Payne - Strip That Down (feat. Quavo).mp3";Strip That Down (feat. Quavo);Liam Payne;Pop
"ZHU - Faded.mp3";Faded;ZHU;Electronic
"Khalid - Young Dumb & Broke.mp3";Young Dumb & Broke;Khalid;R&B/Soul
"John Coltrane & Duke Ellington - In a Sentimental Mood.mp3";In a Sentimental Mood;John Coltrane & Duke Ellington;Jazz
"Skrillex - Breathe (Krewella Vocal Edit).mp3";Breathe (Krewella Vocal Edit);Skrillex;Electronic
"Montell Jordan - This Is How We Do It.mp3";This Is How We Do It;Montell Jordan;R&B/Soul
"Us3 - Cantaloop (Flip Fantasia).mp3";Cantaloop (Flip Fantasia);Us3;Jazz
"Joe Bonamassa, Beth Hart - I'll Take Care of You.mp3";I'll Take Care of You;Joe Bonamassa, Beth Hart;Blues
"BBC Big Band Orchestra - Sing, Sing, Sing.mp3";Sing, Sing, Sing;BBC Big Band Orchestra;Jazz
"Otis Redding - (Sittin' On) The Dock of the Bay.mp3";(Sittin' On) The Dock of the Bay;Otis Redding;R&B/Soul
"Chronixx - Skankin' Sweet.mp3";Skankin' Sweet;Chronixx;Reggae
"Albert King - Born Under a Bad Sign.mp3";Born Under a Bad Sign;Albert King;Blues
"Ringo Starr - Back Off Boogaloo.mp3";Back Off Boogaloo;Ringo Starr;Blues
"Thomas Rhett - Craving You (feat. Maren Morris).mp3";Craving You (feat. Maren Morris);Thomas Rhett;Country
"Ben E. King - Stand By Me.mp3";Stand By Me;Ben E. King;R&B/Soul
"Survivor - Eye of the Tiger.mp3";Eye of the Tiger;Survivor;Rock
"R.L. Burnside - It's Bad You Know.mp3";It's Bad You Know;R.L. Burnside;Blues
"Buddy Guy - Ain't No Sunshine (feat. Tracy Chapman).mp3";Ain't No Sunshine (feat. Tracy Chapman);Buddy Guy;Blues
"Kanye West - Mercy (RL Grime & Salva Remix).mp3";Mercy (RL Grime & Salva Remix);Kanye West;Electronic
"Camila Cabello - Havana (feat. Young Thug).mp3";Havana (feat. Young Thug);Camila Cabello;Pop
"System Of A Down - Chop Suey!.mp3";Chop Suey!;System Of A Down;Rock
"Rosa Parks - Outkast.mp3";Outkast;Rosa Parks;Hip-hop- Rap
"Chris Stapleton - Tennessee Whiskey.mp3";Tennessee Whiskey;Chris Stapleton;Country
"Harry Styles - Sign of the Times.mp3";Sign of the Times;Harry Styles;Pop
"Sam Smith - Too Good at Goodbyes.mp3";Too Good at Goodbyes;Sam Smith;Pop
"Lynyrd Skynyrd - Sweet Home Alabama.mp3";Sweet Home Alabama;Lynyrd Skynyrd;Rock
"King Floyd - Groove Me.mp3";Groove Me;King Floyd;Blues
"Shaggy - Angel.mp3";Angel;Shaggy;Reggae
"Jimmy Cliff - I Can See Clearly Now.mp3";I Can See Clearly Now;Jimmy Cliff;Reggae
"Def Leppard - Pour Some Sugar On Me (2012 Re-Recorded Version).mp3";Pour Some Sugar On Me (2012 Re-Recorded Version);Def Leppard;Rock
"Bruno Mars - Versace On The Floor.mp3";Versace On The Floor;Bruno Mars;Pop
"Wayne Wonder - No Letting Go.mp3";No Letting Go;Wayne Wonder;Reggae
"Demarco - I Love My Life.mp3";I Love My Life;Demarco;Reggae
"Kenny Chesney - All the Pretty Girls.mp3";All the Pretty Girls;Kenny Chesney;Country
"Selena Gomez - Fetish (feat. Gucci Mane).mp3";Fetish (feat. Gucci Mane);Selena Gomez;Pop
"Ginuwine - Pony.mp3";Pony;Ginuwine;R&B/Soul
"Quincy Jones - Sanford and Son Theme (The Streetbeater).mp3";Sanford and Son Theme (The Streetbeater);Quincy Jones;Jazz
"Hailee Steinfeld, Alesso - Let Me Go (feat. Florida Georgia Line & watt).mp3";Let Me Go (feat. Florida Georgia Line & watt);Hailee Steinfeld, Alesso;Pop
"Major Lazer - Pon De Floor (feat. Vybz Kartel).mp3";Pon De Floor (feat. Vybz Kartel);Major Lazer;Electronic
"Foo Fighters - The Sky Is A Neighborhood.mp3";The Sky Is A Neighborhood;Foo Fighters;Rock
"R. Kelly - Ignition (Remix).mp3";Ignition (Remix);R. Kelly;R&B/Soul
"Big Daddy Kane - Ain't No Half-Steppin'.mp3";Ain't No Half-Steppin';Big Daddy Kane;Hip-hop- Rap
"Glenn Miller, His Orchestra - Moonlight Serenade.mp3";Moonlight Serenade;Glenn Miller, His Orchestra;Jazz
"BTS - dimple.mp3";dimple;BTS;Pop
"Herbie Hancock - Rockit.mp3";Rockit;Herbie Hancock;Jazz
"Al Green - Let's Stay Together.mp3";Let's Stay Together;Al Green;R&B/Soul
"Queen - Bohemian Rhapsody.mp3";Bohemian Rhapsody;Queen;Rock
"Geto Boys - Mind Playing Tricks on Me.mp3";Mind Playing Tricks on Me;Geto Boys;Hip-hop- Rap
"Freezy - Split in Di Middle.mp3";Split in Di Middle;Freezy;Reggae
"Van Morrison - Bring It On Home To Me.mp3";Bring It On Home To Me;Van Morrison;Blues
"Shaggy - Boombastic.mp3";Boombastic;Shaggy;Reggae
"Chris Stapleton - Either Way.mp3";Either Way;Chris Stapleton;Country
"Kaskade - 4 AM (Adam K and Soha Mix).mp3";4 AM (Adam K and Soha Mix);Kaskade;Electronic
"TOKiMONSTA - Mileena's Theme.mp3";Mileena's Theme;TOKiMONSTA;Electronic
"Russell Dickerson - Yours.mp3";Yours;Russell Dickerson;Country
"Florida Georgia Line - Smooth.mp3";Smooth;Florida Georgia Line;Country
"SZA - Love Galore (feat. Travis Scott).mp3";Love Galore (feat. Travis Scott);SZA;R&B/Soul
"Quincy Jones - Just Once.mp3";Just Once;Quincy Jones;Jazz
"Louis Armstrong - What a Wonderful World.mp3";What a Wonderful World;Louis Armstrong;Jazz
"Kesha - Praying.mp3";Praying;Kesha;Pop
"George Benson - Give Me the Night.mp3";Give Me the Night;George Benson;Jazz
"AC DC - You Shook Me All Night Long.mp3";You Shook Me All Night Long;AC DC;Rock
"The Weeknd - The Hills.mp3";The Hills;The Weeknd;R&B/Soul
"Taj Mahal, Keb' Mo' - Don't Leave Me Here.mp3";Don't Leave Me Here;Taj Mahal, Keb' Mo';Blues
"Frank Sinatra - My Way.mp3";My Way;Frank Sinatra;Jazz
"Queen - We Are the Champions.mp3";We Are the Champions;Queen;Rock
"Scott Bradlee's Postmodern Jukebox - Seven Nation Army (feat. Haley Reinhart).mp3";Seven Nation Army (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;Jazz
"Toni Braxton - Deadwood.mp3";Deadwood;Toni Braxton;R&B/Soul
"Wu-Tang Clan - C.R.E.A.M..mp3";C.R.E.A.M.;Wu-Tang Clan;Hip-hop- Rap
"Farrah Abraham - The Phone Call that Changed My Life.mp3";The Phone Call that Changed My Life;Farrah Abraham;Electronic
"Seth MacFarlane - Almost Like Being In Love.mp3";Almost Like Being In Love;Seth MacFarlane;Jazz
"Chris Brown - Party (feat. Gucci Mane & Usher).mp3";Party (feat. Gucci Mane & Usher);Chris Brown;R&B/Soul
"Van Morrison - Transformation.mp3";Transformation;Van Morrison;Blues
"Joe Bonamassa - Slow Train.mp3";Slow Train;Joe Bonamassa;Blues
"Kenny Wayne Shepherd Band - Baby Got Gone.mp3";Baby Got Gone;Kenny Wayne Shepherd Band;Blues
"Wolfgang Gartner - Illmerica.mp3";Illmerica;Wolfgang Gartner;Electronic
"Hundred Waters - Show Me Love (Skrillex Remix) (feat. Chance The Rapper, Moses Sumney and Robin Hannibal).mp3";Show Me Love (Skrillex Remix) (feat. Chance The Rapper, Moses Sumney and Robin Hannibal);Hundred Waters;Electronic
"Kenny Wayne Shepherd Band - Nothing But the Night.mp3";Nothing But the Night;Kenny Wayne Shepherd Band;Blues
"Porter Robinson - Sad Machine.mp3";Sad Machine;Porter Robinson;Electronic
"Jessie Reyez - Figures.mp3";Figures;Jessie Reyez;R&B/Soul
"BTS - Pied Piper.mp3";Pied Piper;BTS;Pop
"Aidonia - Yeah Yeah.mp3";Yeah Yeah;Aidonia;Reggae
"Gabbie Hanna - Out Loud.mp3";Out Loud;Gabbie Hanna;Pop
"Maysa - Love Is a Battlefield.mp3";Love Is a Battlefield;Maysa;Jazz
"Brad Paisley - Last Time for Everything.mp3";Last Time for Everything;Brad Paisley;Country
"Common Kings - Cali Girl (feat. Don Corleon).mp3";Cali Girl (feat. Don Corleon);Common Kings;Reggae
"Sister Nancy - Bam Bam.mp3";Bam Bam;Sister Nancy;Reggae
"Clarence Carter - Slip Away.mp3";Slip Away;Clarence Carter;Blues
"Montgomery Gentry - Better Me.mp3";Better Me;Montgomery Gentry;Country
"Alicia Keys - If I Ain't Got You.mp3";If I Ain't Got You;Alicia Keys;R&B/Soul
"Thomas Rhett - Die a Happy Man.mp3";Die a Happy Man;Thomas Rhett;Country
"Bruno Mars - 24K Magic.mp3";24K Magic;Bruno Mars;Pop
"BTS - Intro- Serendipity.mp3";Intro- Serendipity;BTS;Pop
"B.B. King - The Thrill Is Gone (1969 Single Version).mp3";The Thrill Is Gone (1969 Single Version);B.B. King;Blues
"Neil Young - Old Man.mp3";Old Man;Neil Young;Rock
"Justin Bieber - Beauty and a Beat (feat. Nicki Minaj).mp3";Beauty and a Beat (feat. Nicki Minaj);Justin Bieber;Electronic
"Joe Bonamassa, Beth Hart - I'd Rather Go Blind.mp3";I'd Rather Go Blind;Joe Bonamassa, Beth Hart;Blues
"Bruno Mars - That's What I Like.mp3";That’s What I Like;Bruno Mars;Pop
"Lil Uzi Vert - Sauce It Up.mp3";Sauce It Up;Lil Uzi Vert;Hip-hop- Rap
"Nina Simone - Feeling Good.mp3";Feeling Good;Nina Simone;Jazz
"Bob Marley, The Wailers - I Shot the Sheriff.mp3";I Shot the Sheriff;Bob Marley, The Wailers;Reggae
"Etta James - At Last (Single Version).mp3";At Last (Single Version);Etta James;Blues
"Leon Bridges - River.mp3";River;Leon Bridges;R&B/Soul
"Carly Pearce - Every Little Thing.mp3";Every Little Thing;Carly Pearce;Country
"P!nk - What About Us (Cash Cash Remix).mp3";What About Us (Cash Cash Remix);P!nk;Pop
"Brothers Osborne - It Ain't My Fault.mp3";It Ain't My Fault;Brothers Osborne;Country
"Jay Z, UGK - Big Pimpin'.mp3";Big Pimpin';Jay Z, UGK;Hip-hop- Rap
"Popcaan - El Chapo.mp3";El Chapo;Popcaan;Reggae
"Nick Jonas - Find You.mp3";Find You;Nick Jonas;Pop
"Bob Marley, The Wailers - Could You Be Loved.mp3";Could You Be Loved;Bob Marley, The Wailers;Reggae
"Luke Combs - When It Rains It Pours.mp3";When It Rains It Pours;Luke Combs;Country
"Bobby McFerrin - Don't Worry Be Happy.mp3";Don't Worry Be Happy;Bobby McFerrin;Jazz
"Marilyn Manson - WE KNOW WHERE YOU FUCKING LIVE.mp3";WE KNOW WHERE YOU FUCKING LIVE;Marilyn Manson;Rock
"Stick Figure - Sound of the Sea.mp3";Sound of the Sea;Stick Figure;Reggae
"George Benson - Breezin'.mp3";Breezin';George Benson;Jazz
"Stone Sour - Song #3.mp3";Song #3;Stone Sour;Rock
"My Name Is - Eminem.mp3";Eminem;My Name Is;Hip-hop- Rap
"Niall Horan - Slow Hands.mp3";Slow Hands;Niall Horan;Pop
"BTS - MIC Drop.mp3";MIC Drop;BTS;Pop
"Khalid - Location (Remix) [feat. Lil Wayne & Kehlani].mp3";Location (Remix) [feat. Lil Wayne & Kehlani];Khalid;R&B/Soul
"Xscape - Understanding.mp3";Understanding;Xscape;R&B/Soul
"Billy Currington - Do I Make You Wanna.mp3";Do I Make You Wanna;Billy Currington;Country
"Susan Tedeschi - Angel from Montgomery (Live).mp3";Angel from Montgomery (Live);Susan Tedeschi;Blues
"Eric B., Rakim - I Know You Got Soul.mp3";I Know You Got Soul;Eric B., Rakim;Hip-hop- Rap
"blackbear & Tinashe - up in this.mp3";up in this;blackbear & Tinashe;R&B/Soul
"The Notorious B.I.G. - Juicy.mp3";Juicy;The Notorious B.I.G.;Hip-hop- Rap
"Lafayette Gilchrist - Assume the Position.mp3";Assume the Position;Lafayette Gilchrist;Jazz
"Sam Smith - Nothing Left for You.mp3";Nothing Left for You;Sam Smith;Pop
"Rebelution - Feeling Alright.mp3";Feeling Alright;Rebelution;Reggae
"Eilen Jewell - It's Your Voodoo Working.mp3";It's Your Voodoo Working;Eilen Jewell;Blues
"Beth Hart - Fire on the Floor.mp3";Fire on the Floor;Beth Hart;Blues
"TNGHT - Higher Ground.mp3";Higher Ground;TNGHT;Electronic
"Khalid - Coaster.mp3";Coaster;Khalid;R&B/Soul
"Major Lazer, DJ Snake - Lean On (feat. MO).mp3";Lean On (feat. MØ);Major Lazer, DJ Snake;Electronic
"Marshmello - Alone.mp3";Alone;Marshmello;Electronic
"Mitch King - Coming Back.mp3";Coming Back;Mitch King;Blues
"LOCASH - Ring on Every Finger.mp3";Ring on Every Finger;LOCASH;Country
"Tom Browne - Funkin' for Jamaica.mp3";Funkin' for Jamaica;Tom Browne;Jazz
"Nat King Cole - When I Fall In Love.mp3";When I Fall In Love;Nat King Cole;Jazz
"Hugh Masekela - Grazing in the Grass.mp3";Grazing in the Grass;Hugh Masekela;Jazz
"Kelsea Ballerini - Get Over Yourself.mp3";Get Over Yourself;Kelsea Ballerini;Country
"Britney Spears - Till the World Ends.mp3";Till the World Ends;Britney Spears;Electronic
"Devin Dawson - All on Me.mp3";All on Me;Devin Dawson;Country
"Keith Urban - The Fighter (feat. Carrie Underwood).mp3";The Fighter (feat. Carrie Underwood);Keith Urban;Country
"Chris Janson - Fix a Drink.mp3";Fix a Drink;Chris Janson;Country
"AC DC - Back In Black.mp3";Back In Black;AC DC;Rock
"G-Eazy - No Limit (feat. A$AP Rocky & Cardi B).mp3";No Limit (feat. A$AP Rocky & Cardi B);G-Eazy;Hip-hop- Rap
"Savoy Brown - Close to Midnight.mp3";Close to Midnight;Savoy Brown;Blues
"Pixies - Here Comes Your Man.mp3";Here Comes Your Man;Pixies;Rock
"Fozzy - Judas.mp3";Judas;Fozzy;Rock
"Dorothy Moore - Misty Blue.mp3";Misty Blue;Dorothy Moore;Blues
"Kane Brown - Found You.mp3";Found You;Kane Brown;Country
"I Prevail - Alone.mp3";Alone;I Prevail;Rock
"Fleetwood Mac - Landslide.mp3";Landslide;Fleetwood Mac;Rock
"Khalid - Saved.mp3";Saved;Khalid;R&B/Soul
"Chris Brown - Privacy.mp3";Privacy;Chris Brown;R&B/Soul
"Chris Young - Losing Sleep.mp3";Losing Sleep;Chris Young;Country
"Hold It, Now Hit It - Beastie Boys.mp3";Beastie Boys;Hold It, Now Hit It;Hip-hop- Rap
"Jonny Lang - Lie to Me.mp3";Lie to Me;Jonny Lang;Blues
"Canned Heat - Let's Work Together.mp3";Let's Work Together;Canned Heat;Blues
"Public Enemy - Rebel Without a Pause.mp3";Rebel Without a Pause;Public Enemy;Hip-hop- Rap
"Vybz Kartel - All Aboard.mp3";All Aboard;Vybz Kartel;Reggae
"Grindin - Clipse.mp3";Clipse;Grindin;Hip-hop- Rap
"Tony Bennett - Fly Me to the Moon.mp3";Fly Me to the Moon;Tony Bennett;Jazz
"Journey - Don't Stop Believin'.mp3";Don't Stop Believin';Journey;Rock
"Bob Marley, The Wailers - Buffalo Soldier.mp3";Buffalo Soldier;Bob Marley, The Wailers;Reggae
"Herb Alpert - Rise.mp3";Rise;Herb Alpert;Jazz
"Ini Kamoze - Here Comes the Hotstepper.mp3";Here Comes the Hotstepper;Ini Kamoze;Reggae
"Jason Aldean - They Don't Know.mp3";They Don't Know;Jason Aldean;Country
"Trombone Shorty - Here Come the Girls.mp3";Here Come the Girls;Trombone Shorty;Jazz
"Lady Gaga - The Cure.mp3";The Cure;Lady Gaga;Pop
"Kodak Black - Roll in Peace (feat. XXXTENTACION).mp3";Roll in Peace (feat. XXXTENTACION);Kodak Black;Hip-hop- Rap
"Hotel Garuda - Dancing On the Moon (feat. Lemaitre).mp3";Dancing On the Moon (feat. Lemaitre);Hotel Garuda;Electronic
"South Bronx - Boogie Down Productions.mp3";Boogie Down Productions;South Bronx;Hip-hop- Rap
"Etta James - All I Could Do Was Cry.mp3";All I Could Do Was Cry;Etta James;Blues
"Kip Moore - More Girls Like You.mp3";More Girls Like You;Kip Moore;Country
"Usher - Yeah! (feat. Lil Jon & Ludacris).mp3";Yeah! (feat. Lil Jon & Ludacris);Usher;R&B/Soul
